Date, Time, element 1,element 2,element 3,element 4,element 5,element 6,element 7,element 8,element 9,element 10,element 11,element 12,element 13,element 14,element 15,
08/21/2009, 02:15 AM,2065.81947405453,16329.8818161436,9597.74408576502,28465.9228281356,51935.4024148962,43983.4613811918,33869.0260322199,46763.6779114401,69855.6886121275,0,5437.54135678073,43016.5901950131,81327.7275470743,34513.8586994018,15430.9788422538,
08/21/2009, 02:20 AM,2065.82714684876,16359.1862207708,9603.16580603095,28477.2678992581,51935.570742349,43983.4882987939,33888.0141110517,46781.0336088966,69855.6989085968,0,5437.55571150833,43036.4215608458,81350.6401895988,34511.3474177124,15442.1689950294,
08/21/2009, 02:25 AM,2065.83426708794,16382.4278011209,9607.21886919439,28483.6583074183,51935.7209218149,43983.513515466,33903.0488883555,46789.9257835553,69855.7087314965,0,5437.56939422985,43052.2420971479,81365.554254079,34511.3476536664,15450.9172406584,
08/21/2009, 02:30 AM,1844.77745905617,16509.8505696448,9685.79426073436,28591.1451171103,51593.0495547184,44116.9001550404,33820.8980517481,46449.6931154101,69215.1319025235,1400.98957776158,5492.99849617307,42903.2073280358,80502.8521293597,34385.7384827885,15598.2103408411,
08/21/2009, 02:35 AM,1431.90462002285,16843.4329847484,9914.62729979123,28915.2911345833,50488.370337346,44534.3724788406,33554.8406772084,45406.9377514739,67134.1873688372,6207.07788399546,5680.72668510275,42434.4989781462,77855.2504156237,33998.6601837261,16018.60770131,
08/21/2009, 02:40 AM,1198.07410718136,17508.3395908174,10358.6342709076,29593.5034904433,48371.8517091487,45403.3987085874,32996.2321319283,43220.7029861567,63279.6225258466,13766.4954842107,5940.09044949812,41461.0054130671,72343.4920649416,33180.4882084464,16854.6671470588,
08/21/2009, 02:45 AM,1101.48897400344,18618.9696574037,11119.3239363199,30622.2707100553,45877.0549384385,46585.0908667609,32045.5414647189,39931.3319151811,58896.0010570388,21235.2001704361,6168.5175131627,39832.1310129523,63807.2667522547,31991.1236878342,18275.0344334184,
08/21/2009, 02:50 AM,1060.94849164912,20080.5125430466,12204.9705785095,31813.6483105175,43557.3666731563,47825.4846755141,30785.2126965365,36151.1840086294,54988.9273083294,26987.6616239128,6316.02379541038,37713.6689408624,53752.5889128362,30669.7300455451,20239.4478492751,
08/21/2009, 02:55 AM,1044.18833105499,21720.7284073252,13506.874860115,33003.1415191422,41719.7298717469,48942.3875953509,29363.9214949025,32402.0163630219,52043.9348842476,30406.5407677084,6400.20274192726,35398.9478341282,43647.701751042,29399.9964166073,22508.7053430512,
08/21/2009, 03:00 AM,1037.06021946688,23364.1308693356,14889.6561775095,34050.9268069625,40535.6248786474,49845.0118342364,27935.2560336417,29111.3774802562,50205.3868403379,32535.1088428226,6451.57806448864,33092.184589094,34566.0284973014,28309.1330334948,24865.508352265,
