Date,Element 1,Element 2,Element 3,Element 4,Element 5,Element 6,Element 7,Element 8,Element 9,Element 10,Element 11,Element 12,Element 13,Element 14,Element 15,
8/21/2009 8:15:00 AM,0,11837.506676499,0,74036.6228674169,0,0,189132.343751805,0,328368.32106511,126113.062531815,0,0,50278.8974089152,0,0,
8/21/2009 8:20:00 AM,0,12341.7422196081,0,74423.0491393333,0,0,189972.041447843,0,330506.193725695,127290.582077123,0,0,50840.6888846289,0,0,
8/21/2009 8:25:00 AM,0,12796.6326836586,0,74867.0212533635,0,0,190781.548652638,0,332549.10886082,128382.889626517,0,0,51334.7082045894,0,0,
8/21/2009 8:30:00 AM,0,13204.5900322964,0,75355.1749619001,0,0,191566.099349075,0,334493.303439899,129388.826935665,0,0,51764.9687239244,0,0,
8/21/2009 8:35:00 AM,0,13568.5218878153,0,75872.8946599501,0,0,192331.02900545,0,336337.622403174,130307.979233771,0,0,52137.8151439397,0,0,
8/21/2009 8:40:00 AM,0,13892.0764471208,0,76407.5663392963,0,0,193081.373837501,0,338082.914388409,131143.943603818,0,0,52459.5024355784,0,0,
8/21/2009 8:45:00 AM,0,14178.7365678556,0,76948.8057904341,0,0,193819.761114902,0,339733.339843276,131901.662115236,0,0,52735.5251461218,0,0,
8/21/2009 8:50:00 AM,0,14431.9078777139,0,77487.9660963424,0,0,194548.381614535,0,341294.140038295,132584.504031456,0,0,52971.757013974,0,0,
8/21/2009 8:55:00 AM,0,14655.0313829332,0,78018.2905111399,0,0,195268.530509146,0,342769.930479819,133196.493028921,0,0,53174.2236995223,0,0,
8/21/2009 9:00:00 AM,0,14851.2056272698,0,78534.7377786392,0,0,195978.870008381,0,344165.247841155,133741.652930072,0,0,53346.8655776304,0,0,
8/21/2009 9:05:00 AM,0,14935.2097329478,0,78884.4413064101,0,0,196673.350347707,0,345395.694242479,133859.920771516,0,0,53596.9205508815,0,0,
8/21/2009 9:10:00 AM,0,15006.1244298183,0,78794.0828542209,0,0,197372.270853159,0,347435.293062482,133272.392190863,0,0,53956.8293336347,0,0,
8/21/2009 9:15:00 AM,0,15272.6987413183,0,78147.6181525262,0,0,198046.039354051,0,352514.704025618,133106.659729244,0,0,54411.4644258292,0,0,
8/21/2009 9:20:00 AM,0,15637.3812804061,0,77697.1286621506,0,0,198531.048761694,0,361877.040886741,134472.278471546,0,0,54632.8753931824,0,0,
8/21/2009 9:25:00 AM,0,16027.3314756088,0,77846.5912419124,0,0,198878.717576488,0,374094.265645903,137149.783294412,0,0,54257.2602274658,0,0,
8/21/2009 9:30:00 AM,0,16433.3707723249,0,78633.0923399105,0,0,199215.284099258,0,386929.437412381,139992.106195647,0,0,53209.0850997717,0,0,
8/21/2009 9:35:00 AM,0,16860.7373511501,0,79955.3733765463,0,0,199667.120845744,0,398083.440404617,142111.219836984,0,0,51572.7411010995,0,0,
8/21/2009 9:40:00 AM,0,17310.8344841691,0,81428.5486860176,0,0,200343.738808354,0,406978.276973745,143068.370955034,0,0,49523.1736286691,0,0,
8/21/2009 9:45:00 AM,0,17784.4209640365,0,82858.2370133202,0,0,201295.895425323,0,413608.408459882,142784.214370837,0,0,47296.1289049822,0,0,
8/21/2009 9:50:00 AM,0,18272.8593857859,0,84170.7349463683,0,0,202454.863227475,0,418159.188332555,141255.043999542,0,0,45168.2250806537,0,0,
8/21/2009 9:55:00 AM,0,18767.8330005579,0,85312.6364117854,0,0,203765.309302099,0,420841.076598958,138794.347375019,0,0,43258.0918268439,0,0,
