Simulation Time, PET[mm/day]
08/29/2007: 12:00 AM,2.19161582730665
08/30/2007: 12:00 AM,1.7040859317289
08/31/2007: 12:00 AM,1.94355083969989
09/01/2007: 12:00 AM,1.78552314062105
09/02/2007: 12:00 AM,1.88586139033124
09/03/2007: 12:00 AM,2.14343024981161
09/04/2007: 12:00 AM,2.17537523204326
09/05/2007: 12:00 AM,2.25460409578723
09/06/2007: 12:00 AM,2.01499401989271
09/07/2007: 12:00 AM,1.86279672471812
09/08/2007: 12:00 AM,2.12494797923101
09/09/2007: 12:00 AM,2.16152028441938
09/10/2007: 12:00 AM,1.90006388849981
09/11/2007: 12:00 AM,1.94232305292357
09/12/2007: 12:00 AM,1.93051439231252
09/13/2007: 12:00 AM,1.86882450274853
09/14/2007: 12:00 AM,0.928399982154241
09/15/2007: 12:00 AM,1.66609209735556
09/16/2007: 12:00 AM,1.63941277051966
09/17/2007: 12:00 AM,1.69626268703336
09/18/2007: 12:00 AM,1.70145048507375
09/19/2007: 12:00 AM,1.89417206562149
09/20/2007: 12:00 AM,1.78831276665431
09/21/2007: 12:00 AM,1.41546368898798
09/22/2007: 12:00 AM,1.75913726730919
09/23/2007: 12:00 AM,1.88586219846782
09/24/2007: 12:00 AM,1.83988956872398
09/25/2007: 12:00 AM,1.75541883858906
09/26/2007: 12:00 AM,1.77854278939288
09/27/2007: 12:00 AM,1.67905841994536
09/28/2007: 12:00 AM,1.53524335111502
09/29/2007: 12:00 AM,1.66350841606758
09/30/2007: 12:00 AM,1.62784586154969
10/01/2007: 12:00 AM,1.63741673931735
10/02/2007: 12:00 AM,1.67178597551064
10/03/2007: 12:00 AM,1.08887890913015
10/04/2007: 12:00 AM,1.1749829150873
10/05/2007: 12:00 AM,1.02162900578308
10/06/2007: 12:00 AM,1.53477642514217
10/07/2007: 12:00 AM,1.63880867294234
10/08/2007: 12:00 AM,1.61508697080288
10/09/2007: 12:00 AM,1.49229334080234
10/10/2007: 12:00 AM,1.51063190502911
10/11/2007: 12:00 AM,1.07467755115907
10/12/2007: 12:00 AM,1.27398316088779
10/13/2007: 12:00 AM,1.38587824694921
10/14/2007: 12:00 AM,1.49979651437713
10/15/2007: 12:00 AM,1.42650607785436
10/16/2007: 12:00 AM,1.18622860864112
10/17/2007: 12:00 AM,1.18159186614419
10/18/2007: 12:00 AM,0.985820488440853
10/19/2007: 12:00 AM,0.913989072698242
10/20/2007: 12:00 AM,1.21759561872093
10/21/2007: 12:00 AM,1.3136872047477
10/22/2007: 12:00 AM,0.990098382929255
10/23/2007: 12:00 AM,1.09032099891226
10/24/2007: 12:00 AM,0.631125377315323
10/25/2007: 12:00 AM,0.742446737550405
10/26/2007: 12:00 AM,0.923677401418002
10/27/2007: 12:00 AM,1.00482337984486
10/28/2007: 12:00 AM,1.03251283592074
10/29/2007: 12:00 AM,0.963917313006384
10/30/2007: 12:00 AM,1.0825452173663
10/31/2007: 12:00 AM,1.04836168407206
11/01/2007: 12:00 AM,1.06857829754635
11/02/2007: 12:00 AM,0.952774476118325
11/03/2007: 12:00 AM,0.962377269089924
11/04/2007: 12:00 AM,0.828751481134293
11/05/2007: 12:00 AM,1.02728098127498
11/06/2007: 12:00 AM,0.535388993391754
11/07/2007: 12:00 AM,0.679774206971839
11/08/2007: 12:00 AM,0.671445653109688
11/09/2007: 12:00 AM,0.842175375379364
11/10/2007: 12:00 AM,0.764910602585145
11/11/2007: 12:00 AM,0.790792933732878
11/12/2007: 12:00 AM,0.905756085244625
11/13/2007: 12:00 AM,0.78147181852677
11/14/2007: 12:00 AM,1.02086211976263
11/15/2007: 12:00 AM,0.23467506725525
11/16/2007: 12:00 AM,0.600957777247975
11/17/2007: 12:00 AM,0.734802722992136
11/18/2007: 12:00 AM,0.86518612457486
11/19/2007: 12:00 AM,0.946125594442731
11/20/2007: 12:00 AM,0.976858390888306
11/21/2007: 12:00 AM,0.828217377606376
11/22/2007: 12:00 AM,0.69665206461291
11/23/2007: 12:00 AM,0.418866278683044
11/24/2007: 12:00 AM,0.508337357253214
11/25/2007: 12:00 AM,0.639981525409559
11/26/2007: 12:00 AM,0.655298246328384
11/27/2007: 12:00 AM,0.483929337975826
11/28/2007: 12:00 AM,0.717462813428219
11/29/2007: 12:00 AM,0.685537651988121
11/30/2007: 12:00 AM,0.666673030249802
12/01/2007: 12:00 AM,0.721779407977863
12/02/2007: 12:00 AM,0.732933265377269
12/03/2007: 12:00 AM,0.515781129711207
12/04/2007: 12:00 AM,0.560807723276551
12/05/2007: 12:00 AM,0.654236801808667
12/06/2007: 12:00 AM,0.420726259695539
12/07/2007: 12:00 AM,0.665893555914241
12/08/2007: 12:00 AM,0.728296079248539
12/09/2007: 12:00 AM,0.741672430498629
12/10/2007: 12:00 AM,0.787849674011903
12/11/2007: 12:00 AM,0.900030944374784
12/12/2007: 12:00 AM,0.829098269455846
12/13/2007: 12:00 AM,0.661972986460138
12/14/2007: 12:00 AM,0.658667674517517
12/15/2007: 12:00 AM,0.543988950142368
12/16/2007: 12:00 AM,0.196501018101255
12/17/2007: 12:00 AM,0.408327215710478
12/18/2007: 12:00 AM,0.453170570073586
12/19/2007: 12:00 AM,0.423938147438068
12/20/2007: 12:00 AM,0.465507022326132
12/21/2007: 12:00 AM,0.437786464167966
12/22/2007: 12:00 AM,0.431570425542921
12/23/2007: 12:00 AM,0.481901230402818
12/24/2007: 12:00 AM,0.522949850003858
12/25/2007: 12:00 AM,0.406779070839585
12/26/2007: 12:00 AM,0.473071135942843
12/27/2007: 12:00 AM,0.656390895565529
12/28/2007: 12:00 AM,0.658601179329832
12/29/2007: 12:00 AM,0.766833461084983
12/30/2007: 12:00 AM,0.4252944025262
12/31/2007: 12:00 AM,0.557315672572604
01/01/2008: 12:00 AM,0.308078593092168
01/02/2008: 12:00 AM,0.215475400569408
01/03/2008: 12:00 AM,0.331063203476323
01/04/2008: 12:00 AM,0.478683466973502
01/05/2008: 12:00 AM,0.571005956899332
01/06/2008: 12:00 AM,0.749299922257076
01/07/2008: 12:00 AM,0.818056844485008
01/08/2008: 12:00 AM,0.546183839980497
01/09/2008: 12:00 AM,0.572649364598048
01/10/2008: 12:00 AM,0.591672190475739
01/11/2008: 12:00 AM,0.653660365725408
01/12/2008: 12:00 AM,0.613338568974689
01/13/2008: 12:00 AM,0.517069660385134
01/14/2008: 12:00 AM,0.449298758761738
01/15/2008: 12:00 AM,0.397972168692525
01/16/2008: 12:00 AM,0.398031476974001
01/17/2008: 12:00 AM,0.365421577050133
01/18/2008: 12:00 AM,0.550471729637741
01/19/2008: 12:00 AM,0.215704802499073
01/20/2008: 12:00 AM,0.282345651721013
01/21/2008: 12:00 AM,0.394443880245807
01/22/2008: 12:00 AM,0.459243147667879
01/23/2008: 12:00 AM,0.58385168431282
01/24/2008: 12:00 AM,0.416989513312716
01/25/2008: 12:00 AM,0.473341861674847
01/26/2008: 12:00 AM,0.595420024285298
01/27/2008: 12:00 AM,0.634062311204735
01/28/2008: 12:00 AM,0.798698757411239
01/29/2008: 12:00 AM,0.826011778443239
01/30/2008: 12:00 AM,0.548121428520803
01/31/2008: 12:00 AM,0.622532382613191
02/01/2008: 12:00 AM,0.416195876067495
02/02/2008: 12:00 AM,0.872321603156001
02/03/2008: 12:00 AM,0.92204627941177
02/04/2008: 12:00 AM,0.780867696622574
02/05/2008: 12:00 AM,1.05673189310411
02/06/2008: 12:00 AM,0.463718137781511
02/07/2008: 12:00 AM,0.837124210179891
02/08/2008: 12:00 AM,0.844496389063688
02/09/2008: 12:00 AM,0.797586766832653
02/10/2008: 12:00 AM,0.77917004236549
02/11/2008: 12:00 AM,0.942226337583124
02/12/2008: 12:00 AM,0.773731246858951
02/13/2008: 12:00 AM,0.377991334129906
02/14/2008: 12:00 AM,0.901108868062322
02/15/2008: 12:00 AM,0.954844652540597
02/16/2008: 12:00 AM,1.05945478600523
02/17/2008: 12:00 AM,0.678651678864477
02/18/2008: 12:00 AM,0.591408804131318
02/19/2008: 12:00 AM,0.518050365671436
02/20/2008: 12:00 AM,0.840079678388681
02/21/2008: 12:00 AM,0.671031494620145
02/22/2008: 12:00 AM,0.750887398041563
02/23/2008: 12:00 AM,0.921081553290176
02/24/2008: 12:00 AM,0.785528653641518
02/25/2008: 12:00 AM,1.16047103733614
02/26/2008: 12:00 AM,0.907976718676433
02/27/2008: 12:00 AM,0.329048065134328
02/28/2008: 12:00 AM,0.632329343359291
02/29/2008: 12:00 AM,0.717349927185577
03/01/2008: 12:00 AM,1.07449463064605
03/02/2008: 12:00 AM,1.17959875977038
03/03/2008: 12:00 AM,1.20983521699838
03/04/2008: 12:00 AM,1.04103097196474
03/05/2008: 12:00 AM,1.16856377900347
03/06/2008: 12:00 AM,1.30751884237465
03/07/2008: 12:00 AM,0.908134110368515
03/08/2008: 12:00 AM,0
03/09/2008: 12:00 AM,1.05689838460707
03/10/2008: 12:00 AM,1.29447356290026
03/11/2008: 12:00 AM,0.911774569226987
03/12/2008: 12:00 AM,1.34919460312526
03/13/2008: 12:00 AM,1.54173595594748
03/14/2008: 12:00 AM,1.06062760856419
03/15/2008: 12:00 AM,0.888009776573004
03/16/2008: 12:00 AM,1.0134027934632
03/17/2008: 12:00 AM,1.05466299217621
03/18/2008: 12:00 AM,1.06673249697693
03/19/2008: 12:00 AM,1.17728018618849
03/20/2008: 12:00 AM,1.02210447617279
03/21/2008: 12:00 AM,1.40713879403315
03/22/2008: 12:00 AM,1.56983962813205
03/23/2008: 12:00 AM,1.10933074830177
03/24/2008: 12:00 AM,0.750863181027901
03/25/2008: 12:00 AM,1.1283447073908
03/26/2008: 12:00 AM,1.5239904765353
03/27/2008: 12:00 AM,1.6587052283213
03/28/2008: 12:00 AM,1.38554559314195
03/29/2008: 12:00 AM,0.898320918418453
03/30/2008: 12:00 AM,0.616131213998529
03/31/2008: 12:00 AM,1.0761983849122
04/01/2008: 12:00 AM,1.75009279228871
04/02/2008: 12:00 AM,1.79807251502028
04/03/2008: 12:00 AM,0.751595926737948
04/04/2008: 12:00 AM,1.45916017641841
04/05/2008: 12:00 AM,0.856652263330096
04/06/2008: 12:00 AM,1.38024871788868
04/07/2008: 12:00 AM,1.48742566943133
04/08/2008: 12:00 AM,1.17362003265213
04/09/2008: 12:00 AM,1.8866094512388
04/10/2008: 12:00 AM,1.74401807769807
04/11/2008: 12:00 AM,1.75479626150913
04/12/2008: 12:00 AM,1.44856338622486
04/13/2008: 12:00 AM,0.955374275276112
04/14/2008: 12:00 AM,0.816912640138598
04/15/2008: 12:00 AM,1.33187658008925
04/16/2008: 12:00 AM,1.88434080285633
04/17/2008: 12:00 AM,2.22417243283617
04/18/2008: 12:00 AM,2.12309830625458
04/19/2008: 12:00 AM,1.32402058372004
04/20/2008: 12:00 AM,1.4609931058494
04/21/2008: 12:00 AM,1.93382803460632
04/22/2008: 12:00 AM,2.18007292276608
04/23/2008: 12:00 AM,2.10380758604627
04/24/2008: 12:00 AM,2.09507351403928
04/25/2008: 12:00 AM,2.02099955858628
04/26/2008: 12:00 AM,2.09968310403329
04/27/2008: 12:00 AM,1.51401157357715
04/28/2008: 12:00 AM,1.02658252257823
04/29/2008: 12:00 AM,1.30907497645389
04/30/2008: 12:00 AM,2.08588491068415
05/01/2008: 12:00 AM,2.17090139234067
05/02/2008: 12:00 AM,1.94594825667822
05/03/2008: 12:00 AM,1.04496047102531
05/04/2008: 12:00 AM,2.15941657047457
05/05/2008: 12:00 AM,2.16694589813244
05/06/2008: 12:00 AM,2.37136944811862
05/07/2008: 12:00 AM,2.12588906740741
05/08/2008: 12:00 AM,1.86961454563272
05/09/2008: 12:00 AM,1.94043984333683
05/10/2008: 12:00 AM,2.00074510914881
05/11/2008: 12:00 AM,1.35061922502852
05/12/2008: 12:00 AM,1.59886211131548
05/13/2008: 12:00 AM,2.28210494987491
05/14/2008: 12:00 AM,1.61502289193345
05/15/2008: 12:00 AM,1.27063368207021
05/16/2008: 12:00 AM,1.35974419997163
05/17/2008: 12:00 AM,2.12859569598091
05/18/2008: 12:00 AM,1.78287836738416
05/19/2008: 12:00 AM,2.2012692143408
05/20/2008: 12:00 AM,2.27467690171861
05/21/2008: 12:00 AM,1.94729847194792
05/22/2008: 12:00 AM,2.49720819324452
05/23/2008: 12:00 AM,2.44894779942695
05/24/2008: 12:00 AM,2.21651990220735
05/25/2008: 12:00 AM,2.26677296530576
05/26/2008: 12:00 AM,2.53892883554304
05/27/2008: 12:00 AM,2.40991417135397
05/28/2008: 12:00 AM,1.51624102658452
05/29/2008: 12:00 AM,2.08469711770465
05/30/2008: 12:00 AM,2.25087367248304
05/31/2008: 12:00 AM,2.16889896883343
06/01/2008: 12:00 AM,1.61940407517152
06/02/2008: 12:00 AM,2.36400946288136
06/03/2008: 12:00 AM,2.29572894366145
06/04/2008: 12:00 AM,2.5895004129415
06/05/2008: 12:00 AM,2.70202513795608
06/06/2008: 12:00 AM,2.78598096893087
06/07/2008: 12:00 AM,2.65761290127641
06/08/2008: 12:00 AM,2.93683963595444
06/09/2008: 12:00 AM,2.81341292974836
06/10/2008: 12:00 AM,2.69404590295956
06/11/2008: 12:00 AM,2.56634772219849
06/12/2008: 12:00 AM,2.37807314230352
06/13/2008: 12:00 AM,2.33404385384134
06/14/2008: 12:00 AM,2.2070186089809
06/15/2008: 12:00 AM,2.40517272455127
06/16/2008: 12:00 AM,2.38123229495651
06/17/2008: 12:00 AM,2.37294641266535
06/18/2008: 12:00 AM,2.47918470875043
06/19/2008: 12:00 AM,2.50759695766127
06/20/2008: 12:00 AM,2.56947612171862
06/21/2008: 12:00 AM,2.14498031657308
06/22/2008: 12:00 AM,2.34183155080426
06/23/2008: 12:00 AM,2.62503837489173
06/24/2008: 12:00 AM,2.74473289057771
06/25/2008: 12:00 AM,2.76214810918077
06/26/2008: 12:00 AM,2.87823068054538
06/27/2008: 12:00 AM,2.59322157464142
06/28/2008: 12:00 AM,2.47309312822071
06/29/2008: 12:00 AM,2.09621695631064
06/30/2008: 12:00 AM,2.17176172280214
07/01/2008: 12:00 AM,2.34403287625913
07/02/2008: 12:00 AM,2.58677667294727
07/03/2008: 12:00 AM,2.55456988818404
07/04/2008: 12:00 AM,2.56985873591545
07/05/2008: 12:00 AM,2.25552150432467
07/06/2008: 12:00 AM,2.51765119188049
07/07/2008: 12:00 AM,2.41789378550504
07/08/2008: 12:00 AM,2.28923343541076
07/09/2008: 12:00 AM,2.4861782339805
07/10/2008: 12:00 AM,2.06929447699216
07/11/2008: 12:00 AM,2.18168939930007
07/12/2008: 12:00 AM,2.52906712945964
07/13/2008: 12:00 AM,1.73547458658927
07/14/2008: 12:00 AM,2.39675880178481
07/15/2008: 12:00 AM,2.5018827461707
07/16/2008: 12:00 AM,2.44257065028673
07/17/2008: 12:00 AM,2.46565619262958
07/18/2008: 12:00 AM,2.6755153024032
07/19/2008: 12:00 AM,2.27146241303015
07/20/2008: 12:00 AM,2.68870412755894
07/21/2008: 12:00 AM,2.83155036685092
07/22/2008: 12:00 AM,2.60697064163115
07/23/2008: 12:00 AM,2.4498401643274
07/24/2008: 12:00 AM,2.47079749910216
07/25/2008: 12:00 AM,2.09100624488931
07/26/2008: 12:00 AM,2.04779766782957
07/27/2008: 12:00 AM,2.6201386986979
07/28/2008: 12:00 AM,2.6172104550332
07/29/2008: 12:00 AM,2.22223230133561
07/30/2008: 12:00 AM,2.62845244332835
07/31/2008: 12:00 AM,2.31624422905501
08/01/2008: 12:00 AM,2.51824380149983
08/02/2008: 12:00 AM,2.72731455591161
08/03/2008: 12:00 AM,2.53268693862074
08/04/2008: 12:00 AM,2.65861312033746
08/05/2008: 12:00 AM,2.6302688834883
08/06/2008: 12:00 AM,2.52192228850628
08/07/2008: 12:00 AM,2.39100686077475
08/08/2008: 12:00 AM,2.09730319792961
08/09/2008: 12:00 AM,2.33092891252349
08/10/2008: 12:00 AM,2.18663729162356
08/11/2008: 12:00 AM,2.40145688220861
08/12/2008: 12:00 AM,2.22564708121243
08/13/2008: 12:00 AM,2.03898680008528
08/14/2008: 12:00 AM,2.20532128899159
08/15/2008: 12:00 AM,2.31239142303959
08/16/2008: 12:00 AM,1.82996443536398
08/17/2008: 12:00 AM,2.1428634445651
08/18/2008: 12:00 AM,2.14090260199889
08/19/2008: 12:00 AM,2.40493996447902
08/20/2008: 12:00 AM,2.33439050417583
08/21/2008: 12:00 AM,2.14147964418821
08/22/2008: 12:00 AM,1.90028611789934
08/23/2008: 12:00 AM,1.90956071592878
08/24/2008: 12:00 AM,1.62885002281569
08/25/2008: 12:00 AM,1.28754185361713
08/26/2008: 12:00 AM,1.02854188852106
08/27/2008: 12:00 AM,1.47597808373873
08/28/2008: 12:00 AM,1.5990536733056
08/29/2008: 12:00 AM,2.15364802272037
08/30/2008: 12:00 AM,2.28090874297502
08/31/2008: 12:00 AM,2.06004331131446
09/01/2008: 12:00 AM,1.6334249143494
09/02/2008: 12:00 AM,1.90964109673356
09/03/2008: 12:00 AM,2.08991679265678
09/04/2008: 12:00 AM,1.99953826678047
09/05/2008: 12:00 AM,2.10424824238788
09/06/2008: 12:00 AM,1.9414576271999
09/07/2008: 12:00 AM,2.07935667347955
09/08/2008: 12:00 AM,2.10929766355412
09/09/2008: 12:00 AM,1.41679326774175
09/10/2008: 12:00 AM,1.65001873119145
09/11/2008: 12:00 AM,1.34464710517251
09/12/2008: 12:00 AM,1.36672057181837
09/13/2008: 12:00 AM,1.75400181087262
09/14/2008: 12:00 AM,1.57750555232256
09/15/2008: 12:00 AM,1.50754505295959
09/16/2008: 12:00 AM,1.10236007220202
09/17/2008: 12:00 AM,1.17632962384523
09/18/2008: 12:00 AM,1.6497456066506
09/19/2008: 12:00 AM,1.5758964541799
09/20/2008: 12:00 AM,1.54550704662725
09/21/2008: 12:00 AM,1.4306932831526
09/22/2008: 12:00 AM,1.77326998483742
09/23/2008: 12:00 AM,1.65715987245857
09/24/2008: 12:00 AM,1.68919817340977
09/25/2008: 12:00 AM,1.65563477278445
09/26/2008: 12:00 AM,1.22249590753323
09/27/2008: 12:00 AM,1.11716534885873
09/28/2008: 12:00 AM,1.53148160286881
09/29/2008: 12:00 AM,1.5407930455176
09/30/2008: 12:00 AM,1.6263885662918
10/01/2008: 12:00 AM,1.24678851033522
10/02/2008: 12:00 AM,1.33786048120699
10/03/2008: 12:00 AM,1.46629083138997
10/04/2008: 12:00 AM,1.55406245129247
10/05/2008: 12:00 AM,1.51805388594335
10/06/2008: 12:00 AM,1.61950941284133
10/07/2008: 12:00 AM,1.3484367655333
10/08/2008: 12:00 AM,0.592714188830618
10/09/2008: 12:00 AM,1.27717464645273
10/10/2008: 12:00 AM,1.20961162588814
10/11/2008: 12:00 AM,1.12262799352362
10/12/2008: 12:00 AM,1.11297322062155
10/13/2008: 12:00 AM,1.21197051216078
10/14/2008: 12:00 AM,1.5278533104732
10/15/2008: 12:00 AM,1.51454265309124
10/16/2008: 12:00 AM,1.35618245493425
10/17/2008: 12:00 AM,0.666679230784966
10/18/2008: 12:00 AM,0.783075041749775
10/19/2008: 12:00 AM,1.09506911920937
10/20/2008: 12:00 AM,1.11425617710311
10/21/2008: 12:00 AM,1.16689034612629
10/22/2008: 12:00 AM,1.0839969858057
10/23/2008: 12:00 AM,0.835735353077468
10/24/2008: 12:00 AM,0.562029500578817
10/25/2008: 12:00 AM,0.773464845957917
10/26/2008: 12:00 AM,1.10058858307696
10/27/2008: 12:00 AM,0.630100127557343
10/28/2008: 12:00 AM,0.520539445701174
10/29/2008: 12:00 AM,0.865665783763616
10/30/2008: 12:00 AM,0.97285919987293
10/31/2008: 12:00 AM,1.06344413247281
11/01/2008: 12:00 AM,1.12243783987871
11/02/2008: 12:00 AM,1.13532445831463
11/03/2008: 12:00 AM,1.08973754300055
11/04/2008: 12:00 AM,1.12651984644007
11/05/2008: 12:00 AM,1.14301209087637
11/06/2008: 12:00 AM,1.13339943586442
11/07/2008: 12:00 AM,1.0794752832581
11/08/2008: 12:00 AM,0.787327913094165
11/09/2008: 12:00 AM,0.74756886014923
11/10/2008: 12:00 AM,0.847583262457907
11/11/2008: 12:00 AM,0.778468842604088
11/12/2008: 12:00 AM,0.735252916664278
11/13/2008: 12:00 AM,0.513327831746562
11/14/2008: 12:00 AM,0.692437244590442
11/15/2008: 12:00 AM,0.384615379720902
11/16/2008: 12:00 AM,0.339962240708637
11/17/2008: 12:00 AM,0.664549065181248
11/18/2008: 12:00 AM,0.306337418910078
11/19/2008: 12:00 AM,0.578555287521611
11/20/2008: 12:00 AM,0.809037551031379
11/21/2008: 12:00 AM,0.300066056068229
11/22/2008: 12:00 AM,0.482222669153203
11/23/2008: 12:00 AM,0.609291879417706
11/24/2008: 12:00 AM,0.365252832729647
11/25/2008: 12:00 AM,0.420172988689686
11/26/2008: 12:00 AM,0.634039028791751
11/27/2008: 12:00 AM,0.739340389729107
11/28/2008: 12:00 AM,0.714676072045842
11/29/2008: 12:00 AM,0.45222859417558
11/30/2008: 12:00 AM,0.300984356055888
12/01/2008: 12:00 AM,0.133560122899917
12/02/2008: 12:00 AM,0.318035796169434
12/03/2008: 12:00 AM,0.566014560656147
12/04/2008: 12:00 AM,0.437091037811788
12/05/2008: 12:00 AM,0.434865821196055
12/06/2008: 12:00 AM,0.370840705736652
12/07/2008: 12:00 AM,0.441794497966014
12/08/2008: 12:00 AM,0.53818902042845
12/09/2008: 12:00 AM,0.611289220472498
12/10/2008: 12:00 AM,0.423068375700571
12/11/2008: 12:00 AM,0.411076923045639
12/12/2008: 12:00 AM,0.429224763452678
12/13/2008: 12:00 AM,0.499875818599068
12/14/2008: 12:00 AM,0.5614697939905
12/15/2008: 12:00 AM,0.637570068315409
12/16/2008: 12:00 AM,0.510499298083142
12/17/2008: 12:00 AM,0.533853294984337
12/18/2008: 12:00 AM,0.690569542757544
12/19/2008: 12:00 AM,0.65153526063276
12/20/2008: 12:00 AM,0.382698257316942
12/21/2008: 12:00 AM,0.222444436079813
12/22/2008: 12:00 AM,0.290588985551174
12/23/2008: 12:00 AM,0.545690957051782
12/24/2008: 12:00 AM,0.618335549134484
12/25/2008: 12:00 AM,0.567641600716357
12/26/2008: 12:00 AM,0.489650812460908
12/27/2008: 12:00 AM,0.53713701426675
12/28/2008: 12:00 AM,0.556343004295603
12/29/2008: 12:00 AM,0.606082280544419
12/30/2008: 12:00 AM,0.785232287358374
12/31/2008: 12:00 AM,0.375656421671026
01/01/2009: 12:00 AM,0.417642374432049
01/02/2009: 12:00 AM,0.388238453520196
01/03/2009: 12:00 AM,0.469308755924838
01/04/2009: 12:00 AM,0.779055672254754
01/05/2009: 12:00 AM,0.763120037812027
01/06/2009: 12:00 AM,0.532261709694788
01/07/2009: 12:00 AM,0.241838814769875
01/08/2009: 12:00 AM,0.424567983141973
01/09/2009: 12:00 AM,0.600626739812688
01/10/2009: 12:00 AM,0.58493555937172
01/11/2009: 12:00 AM,0.340266323397376
01/12/2009: 12:00 AM,0.494182503670677
01/13/2009: 12:00 AM,0.546559556954426
01/14/2009: 12:00 AM,0.521326488749053
01/15/2009: 12:00 AM,0.367114608412736
01/16/2009: 12:00 AM,0.229846936492221
01/17/2009: 12:00 AM,0.321231796280285
01/18/2009: 12:00 AM,0.441090231990221
01/19/2009: 12:00 AM,0.297714735925456
01/20/2009: 12:00 AM,0.211198601236984
01/21/2009: 12:00 AM,0.392688253434596
01/22/2009: 12:00 AM,0.632732068786036
01/23/2009: 12:00 AM,0.845071870295019
01/24/2009: 12:00 AM,0.648357161337019
01/25/2009: 12:00 AM,0.571283056787479
01/26/2009: 12:00 AM,0.599707892118682
01/27/2009: 12:00 AM,0.761845927527024
01/28/2009: 12:00 AM,0.570822026551923
01/29/2009: 12:00 AM,0.625505250402875
01/30/2009: 12:00 AM,0.38678072116019
01/31/2009: 12:00 AM,0.559294560327908
02/01/2009: 12:00 AM,0.784756127956146
02/02/2009: 12:00 AM,0.538949596877896
02/03/2009: 12:00 AM,0.39299583402845
02/04/2009: 12:00 AM,0.232429379052915
02/05/2009: 12:00 AM,0.450600520821373
02/06/2009: 12:00 AM,0.835733499371956
02/07/2009: 12:00 AM,0.974390411638004
02/08/2009: 12:00 AM,1.05408774942957
02/09/2009: 12:00 AM,1.00112901796854
02/10/2009: 12:00 AM,0.915784557056665
02/11/2009: 12:00 AM,0.477774809744048
02/12/2009: 12:00 AM,0.793449877997038
02/13/2009: 12:00 AM,1.0298216976154
02/14/2009: 12:00 AM,0.769995113882772
02/15/2009: 12:00 AM,0.809561301345662
02/16/2009: 12:00 AM,0.65385335092281
02/17/2009: 12:00 AM,0.76844050523292
02/18/2009: 12:00 AM,0.920270032838256
02/19/2009: 12:00 AM,0.485579037336852
02/20/2009: 12:00 AM,0.614204705920165
02/21/2009: 12:00 AM,0.772240710791383
02/22/2009: 12:00 AM,0.471728259984325
02/23/2009: 12:00 AM,0.719350367405391
02/24/2009: 12:00 AM,0.863410220597301
02/25/2009: 12:00 AM,0.894776953976426
02/26/2009: 12:00 AM,0.966405442606877
02/27/2009: 12:00 AM,0.618863604937114
02/28/2009: 12:00 AM,0.532893830263379
03/01/2009: 12:00 AM,0.252625745553946
03/02/2009: 12:00 AM,0.6040427638859
03/03/2009: 12:00 AM,0.713523957089026
03/04/2009: 12:00 AM,0.891561606410908
03/05/2009: 12:00 AM,1.14770338164002
03/06/2009: 12:00 AM,1.10721214639488
03/07/2009: 12:00 AM,1.70970789995075
03/08/2009: 12:00 AM,1.64528539059944
03/09/2009: 12:00 AM,1.43726095153709
03/10/2009: 12:00 AM,1.47733000422659
03/11/2009: 12:00 AM,1.37299631012588
03/12/2009: 12:00 AM,1.11021634347512
03/13/2009: 12:00 AM,0.383729029020439
03/14/2009: 12:00 AM,0.650017997992036
03/15/2009: 12:00 AM,1.10576572999351
03/16/2009: 12:00 AM,0.866959010042248
03/17/2009: 12:00 AM,1.45237545940916
03/18/2009: 12:00 AM,1.37804080485065
03/19/2009: 12:00 AM,1.54522287721988
03/20/2009: 12:00 AM,1.19435816755724
03/21/2009: 12:00 AM,1.05117729692694
03/22/2009: 12:00 AM,1.47124692264746
03/23/2009: 12:00 AM,1.50436552322219
03/24/2009: 12:00 AM,1.45676545278309
03/25/2009: 12:00 AM,0.425243534284332
03/26/2009: 12:00 AM,0.634088370206623
03/27/2009: 12:00 AM,0.809616562566904
03/28/2009: 12:00 AM,0.746007485550495
03/29/2009: 12:00 AM,0.894495958466198
03/30/2009: 12:00 AM,1.55200315866308
03/31/2009: 12:00 AM,1.12522022244997
04/01/2009: 12:00 AM,1.46997131463908
04/02/2009: 12:00 AM,0.786077288361242
04/03/2009: 12:00 AM,0.934239731390341
04/04/2009: 12:00 AM,1.93912542548754
04/05/2009: 12:00 AM,1.91953813624004
04/06/2009: 12:00 AM,0.570105705707197
04/07/2009: 12:00 AM,0.664952783963371
04/08/2009: 12:00 AM,1.38870455443667
04/09/2009: 12:00 AM,1.89488706907903
04/10/2009: 12:00 AM,1.26074454115081
04/11/2009: 12:00 AM,1.09695827500519
04/12/2009: 12:00 AM,1.67196182432734
04/13/2009: 12:00 AM,0.744394980076493
04/14/2009: 12:00 AM,1.41262591872212
04/15/2009: 12:00 AM,1.53708386979511
04/16/2009: 12:00 AM,1.75678621067786
04/17/2009: 12:00 AM,1.95936359018665
04/18/2009: 12:00 AM,2.07773800365597
04/19/2009: 12:00 AM,1.07876042061368
04/20/2009: 12:00 AM,1.3123008662988
04/21/2009: 12:00 AM,1.47335207156787
04/22/2009: 12:00 AM,1.56964937796803
04/23/2009: 12:00 AM,2.40980967276061
04/24/2009: 12:00 AM,2.52192066791035
04/25/2009: 12:00 AM,2.43829463282032
04/26/2009: 12:00 AM,2.22786524779972
04/27/2009: 12:00 AM,2.07630050050056
